"SKU","STORE","COST","RETAIL"
1929566,6109,6.00,8.00
9067232,407,9.90,9.24
6640266,1107,3.27,3.55
7439691,3807,14.20,29.00
8109668,2102,158.84,172.66
5340688,4003,15.50,39.00
2988356,603,13.00,17.00
506576,1007,25.75,17.40
2816921,4802,20.00,13.50
78794,7004,49.75,53.60
1331287,2009,14.50,29.99
9863252,5604,9.26,10.07
5333041,102,9.00,20.00
5026122,1003,8.00,5.51
3391321,802,25.00,24.75
1882950,407,17.25,17.14
4981586,9402,29.35,22.50
5342095,1704,12.41,13.48
2538775,6804,8.18,14.99
982850,2909,4.50,3.62
9407635,4802,29.72,32.30
2170619,4409,11.79,12.82
6849997,2102,4.25,9.99
9376782,4003,28.48,30.95
3934399,2407,7.50,8.00
6976427,203,6.40,4.20
4759579,2907,18.21,49.00
8720957,7904,61.52,66.87
4590224,4702,11.75,34.00
7629703,204,5.68,29.62
2930606,8309,7.50,16.05
2997410,1207,20.15,13.50
9886458,7502,30.00,29.50
5059524,1904,18.07,19.64
7226269,7402,21.00,12.00
6447032,1202,21.21,23.05
6334285,1904,35.67,22.25
1354024,2103,18.28,19.87
2460368,3402,9.60,26.00
4142723,407,32.09,20.00
9247334,203,16.83,10.00
2617651,309,59.50,34.75
4828932,8607,9.50,6.00
5597035,1304,16.36,10.00
2694651,5603,22.98,24.98
482901,7704,34.00,18.00
4158017,802,14.25,16.25
8727666,7902,23.40,40.00
5578927,3607,21.05,49.50
3389914,1402,18.00,30.00
7152022,307,19.00,5.99
8347907,4302,21.35,37.00
7104468,9609,5.00,10.00
8654826,1509,30.82,17.25
8746916,8403,10.00,7.25
8454149,4907,16.76,18.22
2066661,8402,31.30,34.02
2508595,2602,35.98,39.11
7891352,3507,7.74,5.00
3707029,6009,84.67,92.04
6437040,903,28.50,19.50
2764412,6203,73.31,29.99
9982178,3009,6.50,2.99
7714350,1104,12.00,20.00
6827872,3309,18.00,12.00
8696283,1607,16.10,19.50
1836008,1407,3.17,2.47
1149330,9404,25.00,34.75
1596831,5002,68.06,42.00
6777300,4004,9.30,10.11
8744306,2307,11.05,17.62
7190930,3209,3.50,9.99
9048207,4902,54.00,79.50
797875,2303,44.25,29.50
8966782,1007,16.75,17.33
4517996,3309,15.00,17.00
3004058,3604,27.47,17.25
6324232,1904,15.25,10.48
1751565,4604,18.75,7.99
8077347,2609,14.34,19.50
9827444,403,6.00,5.99
7098371,1709,31.50,64.50
1278778,1404,30.50,70.00
2297661,1407,10.10,21.50
4261649,5104,7.50,16.00
6014764,1509,6.75,8.13
2880177,2207,21.75,59.00
3704419,4003,29.33,17.25
2686005,903,32.90,17.50
4309672,1607,4.13,4.49
6988642,802,16.92,19.00
5680010,7503,8.89,28.00
2052652,5104,28.00,9.99
9684048,6804,37.96,41.26
8766778,3209,15.50,24.50
32790,7804,115.37,125.40
4458574,4604,22.38,24.33
5150819,902,9.67,10.51
5817778,4202,51.58,56.06
3521585,3107,18.14,19.72
8068966,3403,13.13,17.50
9414018,4209,34.50,18.03
5398581,9103,8.00,9.99
8212566,2102,23.60,14.75
1732050,1509,1.78,5.00
2469300,6302,39.50,34.75
8187280,603,2.10,2.24
8116989,7702,23.11,25.11
8336447,1602,29.25,27.57
2214564,4404,108.00,76.89
4879382,1709,13.50,25.50
1592610,7403,8.85,4.62
889231,3507,74.63,99.50
3579335,2702,8.75,24.00
7634210,1009,6.25,4.50
8126716,8709,20.09,21.83
7558352,5503,8.50,12.00
7563919,2603,1.95,1.50
2836518,5202,31.50,69.00
4296866,1607,17.50,10.00
2447236,909,6.92,5.00
2073044,8007,16.33,9.99
2118049,6102,95.27,103.55
8488836,1402,9.03,9.82
8638003,6104,27.61,30.01
6944045,1904,16.36,10.00
7836029,7307,52.00,27.50
4622566,6203,27.09,19.75
8154082,1709,26.00,14.00
772528,2809,14.33,29.25
3307898,3102,26.78,14.87
3158731,902,42.63,25.00
5106018,3004,11.84,27.73
1887457,5202,35.50,39.50
7759233,5704,8.90,13.39
837252,9609,9.00,6.00
7804238,1609,15.75,9.68
8277025,8109,19.00,11.00
2922103,9309,28.50,78.00
6520892,4403,6.90,19.00
3141561,604,15.00,7.50
9467343,1009,2.05,2.95
8907095,807,19.78,12.25
4573605,2109,9.00,20.00
7857359,4404,22.48,19.99
3594160,2402,32.00,17.74
2226840,5202,43.20,25.00
7578744,6703,8.80,14.00
1376843,6002,12.00,7.25
2097392,2204,10.40,13.00
1770754,9103,36.18,39.33
7536288,1509,48.75,24.37
9947777,4102,31.16,39.00
757438,3207,11.20,12.17
7336549,409,8.22,6.06
9424418,9302,101.58,59.75
439385,9002,24.00,60.00
6402109,2504,17.63,11.87
1007749,3007,9.00,10.00
7507984,3902,21.15,22.50
2327515,4504,9.82,10.68
4919024,1709,10.89,22.50
6652420,4303,16.24,7.39
2288077,102,18.00,24.50
2786150,1609,19.00,44.00
5307368,5503,14.34,9.75
3897592,5103,34.00,21.00
93028,4502,17.78,20.00
332205,2609,14.45,15.70
2234487,6902,31.60,19.75
7201065,209,46.92,51.00
2808418,1607,33.60,21.50
6728278,6804,8.75,9.51
1049736,1402,5.90,4.00
5822142,2207,18.84,11.50
3979017,3309,16.29,17.70
2549522,3502,20.50,42.00
4327923,3102,18.00,11.25
5006016,6109,20.75,48.00
5258283,2303,12.17,13.22
197596,809,34.75,17.37
7458430,3909,15.33,27.37
5221394,3003,16.21,17.61
8899528,7502,7.00,4.75
9248434,4907,10.75,12.50
3427699,8503,9.00,3.64
458042,7103,23.60,14.75
638062,703,12.41,13.49
7200941,2004,14.00,14.63
2173799,1502,39.75,19.88
1031300,1502,12.48,13.56
7459164,809,22.92,24.91
924324,2109,27.28,29.65
7596463,2203,14.82,9.75
6904218,1009,7.00,9.00
7350108,102,29.50,17.25
4968065,2102,29.00,58.00
194048,504,26.00,59.00
9068414,6004,44.75,44.75
3103610,707,8.36,8.00
6284813,7507,31.50,25.68
9144272,8703,23.60,9.99
6585,5803,19.42,21.11
5069209,2404,9.00,11.00
6397091,8607,17.94,11.00
7058483,1703,9.00,5.99
7283508,6703,11.25,6.25
3973999,9303,14.00,9.75
1011316,1204,27.00,18.44
3317032,709,19.43,29.50
3153713,2004,22.08,14.00
6039600,7603,45.08,49.00
3416565,3409,15.08,10.75
554761,2009,14.30,11.00
858662,5102,40.00,39.99
3690551,2402,21.00,59.00
1719793,5602,13.00,18.00
4353289,1709,9.31,20.00
9691979,2407,2.43,5.00
2418543,6404,49.61,53.92
1222658,1204,9.30,20.00
5681171,5004,28.66,31.16
4688043,8707,6.00,4.40
3818327,8204,18.75,26.00
4408959,807,6.75,10.04
5370092,504,12.00,34.00
9237300,6803,26.10,17.29
2467708,3307,16.50,21.00
6983094,6403,9.20,17.25
3694446,3407,11.00,21.75
2501579,502,16.00,8.75
2987111,9309,37.25,19.62
3227226,1502,3.84,5.00
4166295,2707,23.75,25.82
6837618,403,11.99,19.00
9436305,3003,27.00,14.50
1228898,2102,23.50,34.50
3706722,303,21.10,22.50
9690103,3409,4.00,12.00
1637899,2304,16.76,18.22
5299536,6209,13.00,18.00
83116,1609,7.85,6.25
6267378,1404,5.75,6.46
4508696,3603,31.91,34.68
7857643,809,225.00,168.30
5237830,5804,40.00,44.50
4166968,307,2.25,6.00
6560145,8309,72.34,78.64
218131,8703,9.00,6.39
740552,4907,42.30,89.00
1301473,2409,20.50,18.75
9437916,3604,27.40,29.78
9786822,1404,4.20,2.46
6137461,409,15.50,9.75
9127041,4102,18.70,19.99
3988559,809,20.79,22.60
696689,1404,3.40,2.02
2254490,1307,21.30,11.50
5886212,509,9.60,20.00
2208547,2907,21.33,23.19
4788188,3303,21.94,23.85
6097758,7403,22.00,10.00
8907114,102,15.00,9.75
9517934,907,20.00,14.75
2142885,2707,14.75,14.75
7622626,2007,22.48,15.00
3734761,1404,20.95,22.77
5468157,2207,10.25,5.50
9394522,3802,66.99,42.00
4087358,1002,11.50,12.50
9246028,1207,27.00,14.50
5701298,6304,22.08,14.75
9708150,2207,19.77,21.49
6666122,1602,5.50,3.00
9337241,2103,6.90,26.25
318541,4309,14.73,16.02
9330471,5604,19.90,11.25
9822508,2807,14.10,7.99
1247822,3807,13.00,7.00
6237606,2609,24.40,35.00
7110809,909,16.98,38.00
6908521,8602,40.28,22.50
1458491,6503,24.75,17.00
912864,4102,25.03,17.19
3699014,209,30.00,49.99
456309,6202,18.75,16.80
7433287,1807,16.75,35.00
8847692,7502,11.00,7.25
4807438,504,28.50,34.50
2189705,3107,12.50,19.50
3650991,2303,7.50,19.00
6307897,1609,14.00,8.75
3174044,2407,23.20,25.22
4458002,2603,5.39,10.00
3091151,1703,29.00,17.25
4177776,6002,23.40,19.50
2813943,2303,23.50,15.47
6876934,1003,3.04,2.42
2177837,6304,32.00,39.50
6756540,503,43.20,25.00
3836782,3007,14.00,19.75
5238911,2602,28.29,34.50
2730907,2702,5.00,3.75
5896816,302,13.50,29.99
2402658,204,9.24,22.00
2204530,1203,6.39,6.94
3918207,809,5.75,9.99
9108403,6202,10.00,8.50
9366830,9304,48.33,32.00
1139235,9402,16.00,29.99
1116029,3204,31.73,17.04
6692958,1709,11.30,8.00
606822,1102,3.36,1.97
3737453,4203,26.00,14.75
4776667,6804,13.50,8.50
6456942,2004,3.44,2.03
7774159,8607,20.48,11.25
4147535,3004,8.80,5.50
2217418,7703,13.74,32.00
6826974,5503,10.00,24.99
5136503,402,23.40,14.75
8057668,7502,19.06,27.00
1659046,502,26.98,29.33
9527070,504,108.00,93.89
1377413,3002,14.50,15.00
3246293,2509,48.75,24.37
4566997,5103,9.00,5.20
2529231,8702,15.00,32.00
53018,2204,9.50,14.00
9530088,4102,16.92,39.00
6792430,3507,15.25,35.00
9273741,2407,29.25,28.70
523725,9303,14.40,5.99
5023083,1502,23.10,20.00
8328636,8703,10.40,13.00
7360325,1203,7.20,16.00
9560941,4409,42.00,92.00
3367625,5004,17.50,22.50
8176920,2707,76.77,151.44
2433185,4804,4.38,1.99
5797426,1509,32.50,32.50
5018189,2609,54.38,37.50
4434796,5602,29.12,16.00
1907746,807,13.25,20.00
8098717,4104,47.60,29.75
9086747,4409,14.25,8.12
2577254,1607,95.20,56.50
3177348,2202,10.46,15.00
2924488,8109,27.17,29.53
9672485,1704,12.06,7.49
2338546,3102,9.50,5.50
9658333,8102,17.00,27.00
8657558,7707,6.00,5.00
4172352,2404,28.50,30.98
7677644,7404,22.99,24.99
1817002,4804,26.55,28.86
526213,7303,1.77,1.92
8696058,707,36.08,22.00
8476131,807,38.64,42.00
4816391,204,12.95,9.70
7377903,102,6.84,4.50
9067232,409,9.90,9.24
6640266,1207,3.27,3.55
7439691,4003,14.20,29.00
8109668,2104,158.84,172.66
5340688,4107,15.50,49.00
2988356,604,13.00,8.50
506576,1102,25.75,17.40
2816921,4804,20.00,12.25
78794,7102,44.78,25.00
1331287,8109,14.50,29.99
9863252,6104,9.26,10.07
5333041,103,9.00,20.00
5026122,1007,8.00,5.51
3391321,807,25.00,24.75
1882950,503,17.25,17.14
9877873,103,36.75,24.50
5342095,1707,12.41,13.48
2538775,7104,8.18,14.99
982850,3007,4.50,3.62
9407635,4902,29.72,32.30
2170619,6009,11.79,12.82
6849997,2402,4.25,9.99
9376782,4103,28.48,30.95
1660943,2009,49.00,98.00
6976427,204,6.40,4.20
4759579,3003,18.21,49.00
8720957,8204,61.52,66.87
4590224,4703,11.75,29.00
7629703,307,5.68,29.62
2930606,8409,7.50,16.05
2997410,1304,20.15,24.99
9886458,7602,30.00,32.60
5059524,1909,18.07,19.64
7226269,7502,21.00,12.00
6447032,1204,21.21,23.05
6334285,1909,35.67,22.25
1354024,2203,18.28,19.87
2460368,3502,9.60,26.00
4142723,409,32.09,20.00
9247334,209,16.83,14.99
2617651,403,59.50,29.99
4828932,8707,9.50,6.00
5597035,1402,16.36,9.99
2694651,5803,22.98,24.98
482901,7807,34.00,18.00
4158017,902,14.25,16.25
8727666,8002,23.40,40.00
5578927,3807,21.05,49.50
3389914,1403,18.00,30.00
7152022,402,19.00,5.99
8347907,4303,21.35,37.00
7104468,9709,5.00,10.00
8654826,1709,30.82,16.75
8746916,8503,10.00,7.25
8454149,5004,16.76,18.22
2066661,9002,31.30,34.02
2508595,2607,35.98,39.11
7891352,3602,7.74,5.00
3707029,9709,84.67,92.04
6437040,1002,28.50,19.50
2764412,6403,73.31,29.99
9982178,3109,6.50,2.99
7714350,1107,12.00,20.00
6827872,3709,18.00,12.00
8696283,3107,16.10,19.50
1836008,1502,3.17,2.50
1149330,9409,25.00,69.50
1596831,5004,68.06,42.00
6777300,4209,9.30,10.11
8744306,2409,11.05,17.62
7190930,3309,3.50,9.99
9048207,4903,74.50,79.99
797875,2503,44.25,29.50
8966782,1009,16.75,19.75
4517996,3409,15.00,17.00
3004058,3704,27.47,17.25
6324232,2004,15.25,10.48
1751565,4703,18.75,7.99
8077347,2704,14.34,19.50
9827444,404,6.00,6.00
7098371,1904,31.50,43.00
1278778,1502,28.36,46.90
2297661,1502,10.10,21.50
4261649,5604,7.50,16.00
6014764,1602,6.75,8.13
2880177,2707,21.75,59.00
3704419,4004,29.33,17.25
3184078,102,27.31,17.09
4309672,1709,4.13,4.49
6988642,809,16.92,19.00
7323396,4402,275.00,595.00
2052652,6002,28.00,12.41
9684048,6902,37.96,41.26
8766778,3302,15.50,36.75
7878077,103,11.40,9.50
4458574,4607,22.38,24.33
5150819,909,9.67,10.51
5817778,4209,51.58,56.06
3521585,3109,18.14,19.72
8068966,3503,13.13,17.50
9414018,4307,34.50,18.03
5398581,9503,8.00,5.99
8212566,2202,23.60,14.75
1732050,1602,1.78,5.00
2469300,6402,39.50,34.75
8187280,604,2.10,3.00
8116989,8002,23.11,25.11
8336447,1607,29.25,27.57
2214564,5004,108.00,76.89
4879382,1807,13.50,16.00
1592610,7503,8.85,4.62
889231,3607,74.63,99.50
3579335,3002,8.75,24.00
7634210,1102,6.25,4.50
8126716,9209,20.09,21.83
7558352,5704,8.50,24.00
7563919,2604,1.95,1.50
2836518,5302,31.50,69.00
4296866,1807,17.50,10.00
2447236,1007,6.92,5.00
2073044,8407,16.33,9.99
2118049,6202,95.27,103.55
8488836,1403,9.03,9.82
8638003,6204,27.61,30.01
6944045,1909,16.36,10.00
7836029,7502,52.00,27.50
4622566,6403,27.09,19.75
8154082,1904,26.00,13.71
772528,2907,14.33,29.25
3307898,3202,26.78,14.87
3158731,1002,42.63,25.00
5106018,3103,12.00,24.99
1887457,6009,35.50,39.50
7759233,6004,8.90,13.39
837252,9709,9.00,6.00
7804238,1702,15.75,9.68
8277025,8204,19.00,11.00
2922103,9409,28.50,78.00
6520892,4409,6.90,24.00
3141561,802,15.00,7.50
9467343,1104,2.05,3.00
8907095,1007,19.78,12.25
4573605,2203,9.00,20.00
7857359,4504,22.48,19.99
3594160,2407,32.00,17.74
2226840,5303,44.48,25.00
7578744,6902,8.80,14.00
1376843,6102,12.00,7.25
2097392,2207,10.40,9.41
1773772,103,395.00,895.00
7536288,1607,48.75,23.65
9947777,4107,31.16,19.50
757438,3407,11.20,12.17
7336549,504,8.22,6.06
9424418,9304,101.58,59.75
439385,9103,24.00,60.00
6402109,2509,17.63,11.87
1007749,3009,13.50,7.50
7507984,4102,21.15,22.50
2327515,8004,9.82,10.68
4919024,1807,10.89,22.50
6652420,4403,16.24,7.39
2288077,502,18.00,24.50
2786150,1707,19.00,44.00
5307368,6009,14.34,19.50
3897592,5503,34.00,21.00
93028,4702,17.78,20.00
332205,2704,14.45,15.70
2234487,7002,31.60,19.75
4142336,309,6.00,17.50
2808418,1609,28.01,64.50
6728278,6904,8.75,9.51
1049736,1502,5.90,4.00
5822142,2304,18.84,11.50
3979017,3409,16.29,17.70
2549522,3702,20.50,42.00
4327923,3103,18.00,22.50
5006016,6403,20.75,37.35
5258283,2307,12.17,13.22
197596,1107,34.75,17.37
7458430,4102,15.33,18.25
5221394,3004,16.21,17.61
8899528,7602,7.00,4.75
9248434,5304,12.75,14.99
3427699,8603,9.00,3.64
458042,7302,23.60,29.50
638062,704,12.41,13.49
7200941,2009,14.00,14.63
2173799,1509,39.75,19.88
1031300,1602,12.48,13.56
7459164,902,22.92,24.91
924324,2202,27.28,29.65
7596463,2204,15.17,9.75
6904218,1102,7.00,9.00
7350108,209,29.50,17.25
4968065,2104,29.00,58.00
194048,509,26.00,59.00
9068414,6102,44.75,44.75
3103610,709,8.36,8.00
6284813,7602,31.50,25.68
9144272,9303,23.60,9.99
6585,5804,19.42,21.11
5069209,2407,9.00,11.00
6397091,8707,17.94,11.00
7058483,2103,9.00,5.99
7283508,6803,11.25,6.25
3973999,9304,14.00,9.75
1011316,1304,27.00,18.44
3317032,802,18.59,23.40
3153713,2007,22.08,14.00
6039600,7907,45.08,49.00
3416565,3509,15.08,10.75
554761,2102,14.37,10.56
858662,5202,40.00,39.99
3690551,2602,21.00,59.00
1719793,5802,13.00,18.00
4353289,1804,9.31,20.00
1174166,704,4.07,4.42
2418543,6503,49.61,53.92
1222658,1207,9.30,20.00
5681171,5102,28.66,31.16
4230815,407,23.65,55.00
3818327,8402,12.50,26.00
4408959,907,6.75,10.04
5370092,507,9.00,29.00
9237300,7007,26.10,17.00
2467708,3407,16.50,21.00
6983094,6604,9.20,17.25
3694446,3502,11.00,21.75
2501579,1202,16.00,8.75
2987111,9709,37.25,27.12
3227226,1509,3.84,5.00
4166295,2804,23.75,25.82
6837618,404,11.99,19.00
9436305,3007,27.76,14.17
1228898,2104,25.50,42.88
3706722,307,21.10,19.81
9690103,3509,4.00,12.00
1637899,2307,16.76,18.22
2417136,303,22.00,9.99
83116,1702,7.85,6.25
6267378,1407,5.75,6.46
4508696,3604,31.91,34.68
7857643,1403,225.00,247.50
5237830,6004,40.00,44.50
4166968,309,2.25,6.00
6560145,8402,72.34,78.64
218131,8803,9.00,6.39
740552,6009,42.30,89.00
1301473,2503,20.50,18.75
9437916,3607,27.40,29.78
9786822,1407,4.20,2.46
6137461,507,15.50,10.38
9127041,4107,18.70,19.99
3988559,907,20.79,22.60
696689,1407,3.40,2.02
2254490,1403,21.30,11.50
5886212,604,9.60,20.00
2208547,3007,21.33,23.19
4788188,3307,21.94,23.85
6097758,7503,22.00,10.00
8907114,107,15.00,9.98
9517934,1007,20.00,14.75
2142885,2804,14.75,14.75
7622626,2203,22.48,15.00
3734761,1407,20.95,22.77
5468157,2209,10.25,6.50
9394522,3807,66.99,42.00
4087358,1003,11.50,12.50
9246028,1304,27.00,14.50
5701298,6503,22.08,14.75
9708150,2307,19.77,21.49
6666122,1607,5.50,3.07
9337241,2104,6.90,24.60
318541,4403,14.73,16.02
9330471,5804,19.90,11.25
9822508,2904,14.10,7.99
1247822,3902,13.00,14.00
6237606,2707,24.40,17.50
7110809,1002,16.98,38.00
6908521,8607,40.27,19.99
9849874,409,16.00,44.00
912864,4202,25.03,17.19
3699014,302,28.00,49.99
456309,6203,18.75,22.50
7433287,1904,16.75,35.00
8847692,7602,11.00,6.99
4807438,802,28.50,34.50
2189705,3207,12.50,19.50
3650991,2603,7.50,19.00
6307897,1702,14.00,8.75
3174044,2409,23.20,25.22
4458002,3103,5.39,10.00
3091151,1707,29.00,29.99
4177776,6203,31.98,19.50
2813943,2402,23.50,14.50
6876934,1004,3.04,2.50
2177837,6402,32.00,39.50
6756540,1003,43.20,25.00
3836782,3009,14.00,19.75
5238911,2702,28.29,34.50
2730907,2704,5.67,12.84
5896816,307,13.50,7.25
2402658,209,9.24,22.00
2204530,1403,6.39,6.94
3918207,903,5.75,5.99
9108403,6302,10.00,8.50
9366830,9309,37.80,32.00
1001671,103,14.00,15.39
1116029,3207,31.73,17.04
6692958,1804,11.30,8.00
606822,1103,3.36,2.00
3737453,4204,26.00,29.99
4776667,6903,13.50,8.89
6456942,2007,3.44,2.00
7774159,9204,20.48,11.25
4147535,3103,8.80,11.00
2217418,7707,13.74,32.00
6826974,5603,10.00,12.64
5136503,404,26.00,29.99
8057668,7702,19.06,27.00
1659046,503,26.98,29.33
9527070,704,108.00,93.89
1377413,3003,14.50,14.99
3246293,2604,48.75,24.37
4566997,5202,9.00,5.20
2529231,8802,15.00,24.00
53018,2209,9.50,21.38
9530088,4202,16.92,39.00
6792430,3602,15.25,20.00
9273741,2409,29.25,28.70
523725,9503,14.40,5.99
5023083,1602,23.10,20.00
8328636,9103,10.40,13.00
7360325,1204,7.20,16.00
5551071,3109,6.50,16.00
3367625,5204,17.50,22.50
8176920,2804,76.77,151.44
2433185,5904,4.38,1.99
5797426,1602,32.50,32.50
5018189,2707,54.38,37.50
4434796,6202,29.12,16.00
1907746,1203,13.20,19.20
8098717,4202,47.60,59.50
9086747,6009,14.25,8.12
2577254,1704,95.20,56.50
3177348,2203,10.46,15.00
2924488,8209,27.17,29.53
9672485,1804,12.06,7.49
2338546,3202,9.50,5.50
9658333,8202,17.00,28.00
8657558,7907,6.00,5.00
4172352,2409,28.50,30.98
7677644,7704,22.99,24.99
1817002,4903,26.55,28.86
526213,7603,1.77,1.92
8696058,709,36.08,22.00
8476131,809,38.64,42.00
4816391,304,12.95,9.70
7377903,202,6.84,4.50
9067232,502,9.90,9.24
6640266,1307,3.27,3.55
7439691,4007,14.20,29.00
8109668,2109,158.84,172.66
5340688,4307,15.50,49.00
2988356,609,13.00,8.50
506576,1103,25.75,17.50
2816921,4807,20.00,14.59
78794,7104,49.75,53.60
1092110,102,23.49,4.99
9863252,6109,9.26,10.07
5333041,107,9.00,20.00
5026122,1009,8.00,5.50
3391321,809,25.00,24.75
1882950,707,17.25,17.14
9877873,703,36.75,24.50
5342095,1709,12.41,13.48
2538775,7204,8.18,14.99
982850,3103,4.50,3.62
9407635,5102,29.72,32.30
2170619,6109,11.79,12.82
6849997,2602,4.25,9.99
9376782,4109,28.48,30.95
7837558,107,7.20,6.00
6976427,209,6.40,4.20
4759579,3004,18.21,39.00
8720957,8404,61.52,66.87
4590224,4707,11.75,36.00
7629703,504,5.68,29.62
2930606,9104,7.50,16.05
2997410,1307,20.15,13.50
9886458,8302,30.00,32.60
5059524,2004,18.07,19.64
7226269,7602,21.00,12.00
6447032,1207,21.21,23.05
6334285,2007,35.67,22.25
1354024,2207,18.28,19.87
2460368,3702,9.60,26.00
4142723,507,32.09,20.00
9247334,309,8.00,14.99
2617651,503,59.50,29.99
1908236,202,18.00,12.00
5597035,1404,16.36,10.00
2694651,5903,22.98,24.98
482901,7904,34.00,18.00
4158017,1107,14.25,16.25
8727666,8202,23.40,40.00
5578927,3902,21.05,49.50
3389914,1407,18.00,30.00
7152022,507,19.00,5.99
8347907,4307,21.35,37.00
7104468,9909,5.00,10.00
8654826,2009,30.82,17.25
8746916,8603,10.00,7.25
8454149,5103,16.76,18.22
6808214,502,26.35,34.50
2508595,2707,35.98,39.11
7891352,3604,7.74,5.00
9883644,4209,8.64,4.50
6437040,1003,28.50,19.50
2764412,6503,73.31,29.99
9982178,3209,6.50,2.99
7714350,1203,12.00,20.00
6827872,8309,18.00,12.00
8696283,3307,16.10,19.50
1836008,1509,3.17,2.50
1149330,9504,25.00,34.75
1596831,5102,68.06,42.00
6777300,4309,9.30,10.11
8744306,2504,11.05,17.62
7190930,3409,3.50,9.99
9048207,5102,54.00,79.50
797875,2603,44.25,29.50
8966782,1102,16.75,17.33
4517996,4409,15.00,17.00
3004058,3804,27.47,17.25
6324232,2007,15.25,10.48
1751565,4704,18.75,7.99
8077347,2707,14.34,26.13
9827444,503,6.00,5.99
7098371,2007,31.50,21.50
1278778,1602,28.36,46.90
2297661,1509,10.10,21.50
4261649,5704,7.50,16.00
6014764,1607,6.75,8.13
2880177,4607,21.75,59.00
3704419,4102,29.33,17.25
3184078,107,25.00,17.25
4309672,1807,4.13,4.49
6988642,1007,16.92,19.00
8992068,209,17.00,9.50
2052652,6009,28.00,12.41
9684048,7002,37.96,41.26
8766778,3307,15.50,36.75
7878077,203,11.40,9.50
4458574,4707,22.38,24.33
5150819,1002,9.67,10.51
5817778,4309,51.58,56.06
3521585,3207,18.14,19.72
8068966,4004,13.13,23.45
9414018,4309,34.50,18.03
5398581,9603,8.00,9.99
8212566,2402,23.60,14.75
1732050,1607,1.78,4.96
2469300,7202,39.50,34.75
8187280,609,2.10,1.50
8116989,8202,23.11,25.11
8336447,1709,29.25,17.37
2214564,6009,108.00,76.89
4879382,1909,13.50,25.50
1592610,7703,8.85,4.62
889231,3807,74.63,99.50
3579335,3102,8.75,19.99
7634210,1103,6.25,4.50
8126716,9309,20.09,21.83
7558352,6404,8.50,24.00
7563919,2704,1.95,1.50
2836518,5802,31.50,69.00
4296866,1904,17.50,10.00
2447236,1009,6.92,5.00
2073044,8507,16.33,9.99
2118049,6203,95.27,103.55
8488836,1407,9.03,9.82
8638003,6304,27.61,30.01
6944045,2004,16.36,10.00
7836029,7602,52.00,27.50
4622566,6404,23.70,19.75
8154082,1909,26.00,14.00
772528,3007,14.33,29.25
3307898,3204,26.78,29.75
3158731,1402,42.63,25.00
5106018,3304,11.84,27.73
1887457,6109,35.50,39.50
7759233,6009,8.90,6.00
7013867,102,1.68,1.27
7804238,1707,15.75,9.68
8277025,8209,19.00,11.00
2668774,107,30.60,74.00
6520892,4503,6.90,19.00
3141561,2804,15.00,7.50
9467343,1107,2.05,3.00
8907095,1107,19.78,12.25
4573605,2204,9.00,20.00
7857359,4907,22.48,30.00
3594160,2409,32.00,17.74
2226840,5502,44.48,25.00
7578744,7002,8.80,14.00
1376843,6202,12.00,7.25
2097392,2209,10.40,6.50
1773772,107,395.00,895.00
7536288,1707,48.75,23.65
9947777,4202,31.16,39.00
757438,4109,11.20,12.17
7336549,507,8.22,6.06
3571423,107,16.50,9.75
439385,9404,24.00,60.00
6402109,2602,17.63,11.87
1007749,3109,13.50,15.00
7507984,4202,21.15,22.50
2327515,9504,9.82,10.68
4919024,1904,10.89,22.50
6652420,4409,16.24,7.39
2288077,1602,18.00,24.50
2786150,1709,19.00,44.00
5307368,6109,14.34,19.50
3897592,5603,34.00,21.00
93028,4703,17.78,20.00
332205,2707,14.45,15.70
2234487,7103,31.60,19.75
4142336,1704,8.33,14.58
2808418,1707,28.14,21.50
6728278,7004,8.75,9.51
1049736,1602,5.90,4.00
5822142,2307,18.84,11.50
3979017,4209,16.29,17.70
2549522,3802,20.50,42.00
4327923,3107,18.00,11.25
5006016,7302,20.75,37.35
5258283,2309,12.17,13.22
197596,1207,34.75,17.37
7458430,4202,15.33,18.25
5221394,3102,16.21,17.61
8899528,7702,7.00,4.75
9248434,5404,12.75,7.50
3427699,8703,9.00,3.64
458042,7303,23.60,14.75
638062,707,12.41,13.49
7200941,2102,14.00,17.50
2173799,1602,39.75,19.88
1031300,1702,12.48,13.56
7459164,909,22.92,24.91
924324,2203,27.28,29.65
7596463,2303,15.17,9.75
6904218,1103,7.00,9.00
7350108,1607,29.50,17.25
4968065,2109,29.00,58.00
194048,603,26.00,59.00
9068414,6302,44.75,44.75
3103610,802,8.36,8.00
6284813,7707,31.50,25.68
9144272,9503,23.60,9.99
6585,6002,19.42,21.11
5069209,2409,9.00,11.00
6397091,9103,17.94,11.00
7058483,2203,9.00,5.99
7283508,7303,11.25,6.25
3973999,9309,14.00,9.75
1011316,1704,27.00,18.44
3317032,809,19.43,29.50
3153713,2009,22.08,14.00
6039600,8102,45.08,49.00
3416565,3609,15.08,10.75
554761,2104,14.37,10.56
858662,5302,40.00,39.99
3690551,3002,21.00,59.00
1719793,6102,13.00,18.00
4353289,1904,9.31,20.00
1174166,1104,4.07,4.42
2418543,6604,49.61,53.92
1222658,1302,9.30,20.00
5681171,5103,28.66,31.16
4230815,1407,23.65,55.00
3818327,8404,18.75,26.00
4408959,1003,5.75,4.99
5370092,509,9.00,29.00
9237300,7107,26.10,17.00
