"SKU","STORE","COST","RETAIL"
3236484,3707,5.75,3.24
7936050,2707,27.00,26.46
3569158,8403,22.50,75.00
829624,1909,7.60,19.00
383530,8109,34.75,17.37
218131,2103,9.00,6.25
6419094,6804,35.88,39.00
1301473,509,20.50,18.75
9437916,604,27.40,29.78
9786822,403,4.20,2.50
9317053,1607,40.37,25.58
9127041,807,18.70,19.99
6898121,2503,11.20,7.00
696689,403,3.40,2.00
4218009,3109,15.75,35.00
8902485,2609,5.53,6.01
5047818,2207,12.50,8.50
4788188,503,21.94,23.85
6097758,703,22.00,10.00
4410305,1602,42.50,21.25
8456595,6803,61.78,67.16
2142885,707,14.75,14.75
7622626,204,22.48,15.00
3734761,403,20.95,22.77
5468157,504,10.25,5.99
8681824,9503,15.00,19.00
9706743,7403,35.72,19.50
2399436,5004,49.00,25.00
9730418,6803,35.00,74.45
267031,2109,11.90,4.99
6666122,404,5.50,3.07
9337241,107,6.90,26.25
318541,807,14.73,16.02
9330471,709,19.90,11.25
9822508,704,14.10,7.99
1247822,907,13.00,7.00
6237606,509,24.40,35.00
6139949,5602,12.80,38.00
6908521,2207,40.27,19.99
2116865,2007,79.23,79.04
8217622,1307,12.47,9.61
8502273,1502,14.40,24.00
456309,1302,18.75,11.25
7433287,407,16.75,35.00
8847692,1602,11.00,7.07
3559574,2007,3.50,7.00
6697648,2207,9.50,5.50
6490262,2307,8.00,9.99
6307897,209,14.00,17.50
8548216,3409,35.24,44.00
8130100,2904,16.50,35.00
1208588,8602,30.15,32.77
1166601,3802,36.22,39.37
4887660,9103,8.80,11.00
700319,4202,6.40,7.50
2177837,1602,32.00,39.50
5397336,2103,25.00,13.07
3836782,407,14.00,19.75
9466832,6803,34.80,28.87
2730907,603,6.00,3.50
7328860,3302,26.40,44.00
2388037,103,82.80,69.73
352351,3307,9.07,6.25
1663532,4202,21.33,23.19
9108403,902,10.00,8.50
9366830,3504,48.33,32.00
2320968,2103,55.00,59.79
1116029,509,25.50,18.00
6692958,402,11.30,8.00
3446093,8007,1.49,1.62
3737453,903,26.00,14.75
4776667,1304,13.50,8.89
6456942,502,3.44,2.03
7774159,1707,20.48,11.25
4147535,603,8.80,11.00
4066110,5904,20.70,10.83
1134280,7507,40.60,29.50
1596402,3009,27.26,16.50
8057668,509,19.06,27.00
389852,1709,38.98,42.37
4008829,3204,20.96,22.78
1377413,504,14.50,9.99
3246293,507,48.75,24.37
7406268,3504,20.39,22.16
2529231,1402,15.00,24.00
53018,502,9.50,21.38
9530088,1007,16.92,39.00
6792430,307,15.25,35.00
9273741,502,29.25,28.70
523725,2103,14.40,5.99
2551968,4104,5.36,5.82
8328636,1407,10.40,13.00
7360325,103,7.20,16.00
490996,3504,34.00,39.99
3367625,809,17.50,22.50
8800485,5502,15.00,11.25
5769122,3402,18.00,22.00
5797426,404,32.50,32.50
7857460,1207,8.25,2.99
8130304,509,47.84,52.00
2214869,4507,18.60,11.34
8098717,504,47.60,29.75
8430922,8209,3.36,2.00
7068904,2309,23.05,36.75
3177348,502,10.46,15.00
2924488,307,27.17,29.53
8653602,2804,39.75,19.87
9549073,3109,20.80,14.50
329961,2203,11.00,28.00
7801994,1709,17.10,9.75
4900548,2009,5.00,19.00
7677644,2304,22.99,24.99
4220579,7004,167.64,182.22
5962560,6302,25.50,11.00
8629927,3707,18.00,9.75
8289137,4902,43.00,44.00
1479047,1707,10.50,12.49
8280634,4102,11.00,19.99
2427639,8109,26.98,64.00
8567834,8102,39.89,43.36
7439691,704,14.20,29.00
1460266,4604,15.00,27.00
514692,7402,10.80,6.25
3548135,3409,30.23,19.75
686596,7303,78.40,50.00
2816921,502,20.00,13.50
78794,1204,49.75,53.60
3633047,1807,17.25,22.19
9863252,1204,9.26,10.07
6469769,7107,16.90,9.75
3318012,8604,19.68,17.00
4528049,3407,42.34,32.00
214278,2204,15.00,9.75
4981586,304,29.35,22.50
5342095,302,12.41,13.48
2538775,2104,8.18,14.99
9998736,8703,12.25,35.00
9407635,1602,29.72,32.30
4660515,4103,8.50,24.00
5552499,2203,2.45,1.44
9376782,409,28.48,30.95
3436326,1707,10.00,8.50
4426905,1909,3.50,5.99
4759579,502,18.21,49.00
6376741,3807,6.75,6.96
4590224,1202,11.75,34.00
242582,8204,16.50,22.05
2930606,1204,7.50,16.05
2271294,2303,14.54,15.81
8949000,3207,8.00,12.00
5059524,407,18.07,19.64
7226269,1602,21.00,12.00
4778360,2407,17.25,27.00
6334285,309,35.67,22.25
7727360,2007,18.21,24.50
627439,9409,26.92,29.26
7263158,1104,7.84,8.52
7578662,2203,29.50,34.50
3202716,3003,27.00,45.00
4828932,1707,9.50,12.00
9606905,7507,59.00,31.86
2694651,403,22.98,24.98
482901,1107,34.00,18.00
9512939,402,26.50,28.03
8727666,1602,23.40,40.00
5578927,704,21.05,49.50
148147,3809,15.54,19.00
9647954,2304,16.00,19.50
8347907,909,21.35,37.00
2419054,2303,38.00,41.00
1551418,2207,5.36,5.83
8746916,2103,10.00,7.25
8454149,1107,16.76,18.22
1568588,2203,45.47,49.43
2508595,307,35.98,39.11
7891352,1004,7.74,5.00
1979139,2603,64.20,69.79
8651339,3102,10.39,11.29
1256041,4004,6.00,4.75
468219,4802,15.00,20.00
7674851,502,7.50,30.00
7531251,2702,18.00,19.50
8004038,3303,7.88,4.75
1836008,309,3.17,2.47
5288648,4202,17.93,27.50
1596831,1302,68.06,42.00
6777300,1009,9.30,10.11
9397113,1407,117.00,62.25
271498,3204,17.48,19.00
9048207,603,74.50,79.99
3997186,2504,11.79,19.00
5629438,8402,148.50,181.70
9709599,2707,5.78,8.25
6172516,2309,8.49,9.22
6324232,407,15.25,10.48
1751565,809,18.75,7.99
8077347,604,14.34,19.50
8158772,2707,26.10,32.00
7784580,909,6.54,6.00
6568976,2603,10.50,9.99
2049899,609,29.44,32.00
6867310,4802,29.31,31.86
6014764,304,6.75,8.13
640123,5904,65.00,139.00
3704419,1003,29.33,17.25
9208508,6104,16.28,29.99
7148943,3107,21.15,45.00
1540427,6704,8.01,8.71
6242542,2203,14.75,16.03
3164094,6102,15.35,16.69
9684048,1904,37.96,41.26
5609454,9804,34.97,38.01
9698465,504,34.00,17.00
4458574,704,22.38,24.33
1987928,3307,14.02,9.50
9354861,3307,21.60,14.50
3521585,509,18.14,19.72
1523726,5204,5.25,2.99
9414018,909,34.50,18.03
5398581,703,8.00,9.99
2708477,7907,66.02,71.76
1732050,404,1.78,4.96
8730358,4109,14.00,8.75
4157691,2303,28.00,58.00
8116989,502,23.11,25.11
9218439,6102,20.00,11.00
5253574,2807,32.50,16.25
4879382,502,13.50,17.00
1592610,1609,8.33,5.00
8236445,2602,34.75,34.75
3081262,502,18.80,10.00
3559616,8204,11.31,18.76
4451600,6604,14.86,16.16
8081711,1804,4.21,4.57
7563919,407,1.95,1.50
2836518,1007,31.50,69.00
2628194,2104,29.60,25.84
4369237,2807,33.97,20.00
2073044,1207,16.33,9.99
2118049,1602,95.27,103.55
8488836,307,9.03,9.82
8638003,2104,27.61,30.01
6944045,503,16.36,10.00
7836029,1407,52.00,27.50
4622566,1107,27.09,19.75
4318665,6202,20.00,26.00
1943127,8404,2.40,1.50
3307898,102,26.78,29.75
423622,1602,29.75,14.87
5106018,703,12.00,24.99
1613940,2109,9.10,20.00
7759233,1009,8.90,6.00
837252,409,9.00,6.00
7804238,404,15.75,9.68
8277025,809,19.00,11.00
2922103,1709,28.50,78.00
6520892,704,6.90,24.00
4748058,2202,29.00,46.12
8409022,4102,20.00,12.25
5246131,2103,16.00,11.60
4573605,302,9.00,20.00
9027958,4404,10.57,11.49
3594160,509,32.00,17.74
9922960,8402,109.88,67.25
7578744,1407,8.80,14.00
1376843,902,12.00,7.25
2097392,504,10.40,13.00
287669,2009,15.75,21.00
5867616,5103,32.89,35.75
9947777,907,31.16,19.50
259365,2207,24.50,49.00
698281,4902,13.50,19.00
7930199,5102,45.08,49.00
439385,1004,24.00,60.00
6402109,704,17.63,11.87
579967,5704,10.50,29.00
7507984,502,21.15,22.50
7080202,3302,22.00,55.00
4919024,209,10.89,22.50
6652420,909,16.24,7.39
9297519,2104,47.00,99.00
9078061,2504,10.00,19.43
5307368,609,14.34,19.50
9587268,1909,16.00,8.50
93028,1004,17.78,20.00
332205,703,14.45,15.70
2234487,302,31.60,19.75
1896715,3607,20.00,13.75
2808418,302,33.60,21.50
2898428,8102,62.50,31.25
1463366,3003,24.30,23.00
5822142,102,18.84,11.50
1812272,1804,11.45,12.45
8666980,4109,55.00,49.99
4327923,504,18.00,33.75
5006016,1104,20.75,24.00
5258283,507,12.17,13.22
1448152,3502,40.50,44.50
7458430,1004,15.33,27.37
5221394,903,16.21,17.61
8899528,2202,7.00,4.75
9248434,1107,10.75,12.50
3427699,2203,9.00,3.64
458042,403,23.60,14.75
516730,4403,31.50,17.25
7200941,403,14.00,17.50
2173799,404,39.75,19.88
606740,6503,32.90,35.76
4079099,2509,9.00,9.99
924324,507,27.28,29.65
5029771,3009,5.00,10.00
9084646,8609,39.00,40.00
1903769,2607,48.75,24.37
887904,7403,36.00,39.50
9568567,4302,4.50,7.49
9068414,1202,44.75,44.75
1458817,9209,5.00,9.99
6284813,1407,31.50,25.68
2967657,1807,19.14,20.80
6585,1707,19.42,21.11
5069209,603,9.00,11.00
6397091,1707,17.94,11.00
5088459,2607,26.50,65.00
1163032,3503,6.31,6.85
3973999,1904,14.00,9.75
2696689,2904,1.58,0.93
2556107,7507,108.00,70.75
3153713,502,22.08,14.00
6039600,1403,45.08,49.00
7081689,7507,69.50,64.69
554761,509,14.30,3.99
9874548,3309,18.50,49.00
6689654,1509,17.18,18.67
4559064,8402,56.42,61.33
4353289,504,9.31,20.00
1210586,2807,40.00,24.75
6926486,9503,29.89,32.48
4896836,3709,16.04,12.00
5681171,1509,28.66,31.16
4688043,1607,6.00,4.40
3849180,2907,13.65,16.25
1037744,4409,33.57,36.49
7296253,3307,28.00,14.50
1883581,3302,48.75,24.37
2467708,704,16.50,21.00
6983094,809,9.20,17.25
3694446,203,11.00,21.75
416259,2603,35.41,38.49
2987111,1602,37.25,39.25
3227226,407,3.84,5.00
4166295,504,23.75,25.82
7473255,2303,17.00,12.00
9436305,704,27.76,14.17
1228898,502,23.50,17.25
8324394,2602,29.00,17.25
1780092,2407,5.40,39.50
1637899,504,16.76,18.22
6287097,3503,12.50,8.50
83116,404,7.85,6.25
6267378,404,5.75,6.46
3236484,3807,5.75,3.24
7936050,2804,27.00,19.99
3569158,9309,22.50,75.00
829624,2009,7.60,19.00
6560145,102,72.34,78.64
218131,2203,9.00,6.25
6419094,7703,35.88,39.00
1301473,603,20.50,18.75
9437916,704,27.40,29.78
9786822,404,4.20,2.46
9317053,2007,40.37,25.58
9127041,902,18.70,19.99
6898121,3003,11.20,14.00
696689,404,3.40,2.02
4218009,4209,15.75,35.00
8902485,2809,5.53,6.01
5047818,2307,12.50,8.50
4788188,507,21.94,23.85
6097758,903,22.00,10.00
4410305,1607,42.50,21.25
8456595,7603,61.78,67.16
2142885,802,14.75,14.75
7622626,302,22.48,15.00
3734761,404,20.95,22.77
5468157,507,10.25,5.50
9179897,107,83.50,89.50
9706743,7407,35.72,19.50
2399436,5204,49.00,25.00
9730418,7004,35.00,74.45
267031,2209,11.90,6.74
6666122,407,5.50,3.07
9337241,203,6.90,26.25
318541,903,14.73,16.02
9330471,809,19.90,11.25
9822508,707,14.10,7.99
1247822,1002,13.00,14.00
6237606,704,24.40,35.00
6139949,5803,12.80,38.00
6908521,2307,40.27,19.99
2116865,2203,75.00,44.75
8217622,1403,9.72,9.75
8502273,1602,14.40,24.00
456309,1402,18.75,16.80
7433287,409,16.75,35.00
8847692,2102,11.00,7.25
3559574,2207,3.50,7.00
6697648,2307,9.50,5.50
6490262,2407,8.00,3.99
6307897,302,14.00,8.75
8548216,4004,35.24,58.96
8130100,3204,16.50,35.00
3091151,102,29.00,34.50
1166601,4109,36.22,39.37
5653214,8702,17.50,9.75
700319,4804,6.40,7.50
2177837,1607,32.00,39.50
5397336,2203,25.00,13.07
3836782,409,14.00,19.75
9466832,7707,34.80,28.87
2730907,704,5.67,12.84
7328860,4603,26.40,22.00
2388037,209,82.80,47.00
352351,3502,9.07,6.25
1663532,4303,21.33,23.19
9108403,1002,10.00,8.50
9366830,3709,37.80,32.00
2320968,2204,55.00,59.79
1116029,603,34.00,9.99
6692958,404,11.30,8.00
606822,102,3.36,2.00
3737453,1003,26.00,14.75
4776667,1703,13.50,8.50
6456942,503,3.44,2.03
7774159,1709,19.95,11.25
4147535,604,8.80,5.99
4066110,6104,20.70,11.25
1134280,8109,40.60,29.50
1596402,3709,27.26,16.50
8057668,709,19.06,27.00
389852,2009,38.98,42.37
4008829,3802,20.96,22.78
1377413,507,14.50,15.00
3246293,604,48.75,24.37
7406268,3604,20.39,22.16
2529231,1502,15.00,24.00
53018,503,9.50,28.00
9530088,1104,16.92,38.25
6792430,309,15.25,35.00
9273741,504,29.25,28.70
523725,2203,14.40,5.99
2551968,4302,5.36,5.82
8328636,1607,10.40,13.00
7360325,107,7.20,16.00
490996,3604,28.77,21.57
3367625,909,17.50,22.50
8800485,6302,15.00,10.51
5769122,3502,18.00,22.00
5797426,407,32.50,32.50
7857460,1407,8.25,6.25
8130304,3209,47.84,52.00
2214869,4707,18.60,11.34
8098717,604,47.60,29.75
1241460,8309,12.60,7.50
7068904,2509,23.05,24.50
3177348,504,10.46,15.00
2924488,407,27.17,29.53
8653602,2907,39.75,19.87
9549073,3209,20.80,29.00
329961,2207,11.00,24.00
7801994,2109,17.10,9.75
4900548,2203,5.50,16.00
7677644,2504,22.99,24.99
4220579,7507,167.64,182.22
5962560,8402,25.50,11.00
8629927,4102,18.00,9.75
8289137,5202,43.00,44.00
1479047,1807,10.50,12.50
8280634,4402,11.00,29.00
2427639,8209,26.98,64.00
8567834,8202,39.89,43.36
7439691,1004,14.20,29.00
1460266,5004,15.00,27.00
514692,7502,10.80,6.25
3548135,3502,30.23,19.75
686596,7403,78.40,50.00
2816921,802,20.00,13.50
78794,1509,49.75,27.50
3633047,2004,17.25,22.19
9863252,1304,9.26,10.07
6469769,7307,16.90,9.75
3318012,9404,19.68,17.00
4528049,3607,42.07,19.99
214278,2409,15.00,16.71
4981586,902,29.35,22.50
5342095,304,12.41,13.48
2538775,2204,8.18,14.99
982850,107,4.50,3.62
9407635,1909,29.72,32.30
4660515,4903,8.50,24.00
5552499,2504,2.45,1.44
9376782,503,28.48,30.95
3436326,1807,10.00,8.50
4426905,2009,3.50,5.02
4759579,507,18.21,49.00
6376741,4307,6.75,6.96
4590224,1204,11.75,34.00
242582,8404,16.50,22.05
2930606,1304,7.50,16.05
2271294,2402,14.54,15.81
8949000,3307,8.00,12.00
5059524,409,18.07,19.64
7226269,1702,21.00,12.00
4778360,2707,17.14,28.49
6334285,402,35.67,22.25
7727360,2207,18.21,24.50
627439,9909,26.92,29.26
7263158,1407,7.84,8.52
7578662,2207,29.50,34.50
3202716,3102,27.00,45.00
4828932,1807,9.50,12.00
9606905,8109,59.00,35.50
2694651,502,22.98,24.98
482901,1204,34.00,18.00
9512939,504,26.50,29.50
8727666,1702,23.40,40.00
5578927,709,21.05,49.50
148147,4209,15.54,28.50
9647954,2504,16.00,19.50
8347907,1002,21.35,37.00
2419054,6503,38.00,41.00
1551418,2303,5.36,5.83
8746916,2203,10.00,7.25
8454149,1207,16.76,18.22
1568588,2303,45.47,49.43
2508595,402,35.98,39.11
7891352,1007,7.74,5.00
1979139,3003,64.20,69.79
8651339,3302,10.39,11.29
1256041,4404,6.00,4.75
468219,5002,15.00,20.00
7674851,802,7.50,30.00
7531251,3003,18.00,18.80
8004038,3403,7.88,4.75
1836008,402,3.17,2.47
5288648,4502,17.93,27.50
1596831,1402,68.06,42.00
6777300,1104,9.30,10.11
9397113,1607,117.00,62.25
271498,3704,17.48,19.00
9048207,609,79.50,89.50
3997186,3003,11.79,19.00
5629438,9103,148.50,134.30
9709599,2807,5.78,8.25
6172516,2809,8.49,9.22
6324232,502,15.25,10.48
1751565,903,18.75,7.99
8077347,609,14.34,19.50
8158772,2807,26.10,32.00
7784580,1009,6.54,6.00
6568976,2702,10.50,13.40
2049899,1009,29.44,32.00
6867310,5502,29.31,31.86
6014764,307,6.75,8.13
640123,7004,65.00,139.00
3704419,1004,29.33,17.25
9208508,6209,16.28,29.48
7148943,3209,21.15,45.00
1540427,6902,8.01,8.71
6242542,2303,14.75,16.03
3164094,6203,15.35,16.69
9684048,2007,37.96,41.26
8766778,102,15.50,36.75
9698465,1509,28.90,68.00
4458574,902,22.38,24.33
1987928,3407,14.02,9.50
9354861,4109,21.60,14.50
3521585,603,18.14,19.72
1523726,5704,5.25,2.99
9414018,1007,34.50,18.03
5398581,1003,8.00,9.99
367279,103,36.86,40.06
1732050,407,1.78,5.00
8730358,4202,14.00,8.75
4157691,2409,28.00,29.00
8116989,509,23.11,25.11
9218439,6202,20.00,11.00
5253574,2907,32.50,16.25
4879382,503,13.50,25.50
1592610,1909,8.85,4.62
8236445,2702,34.75,34.75
3081262,802,18.80,10.00
3559616,9304,11.31,18.76
4451600,7004,14.86,16.16
8081711,3204,4.21,4.57
7563919,502,1.95,1.50
2836518,1104,31.50,69.00
2628194,2204,29.60,25.84
4369237,3107,33.97,20.00
2073044,1307,16.33,9.99
2118049,1904,95.27,103.55
8488836,309,9.03,9.82
8638003,2204,27.61,30.01
6944045,504,16.36,10.00
7836029,1707,52.00,27.50
4622566,1203,27.09,19.75
4318665,6302,20.00,26.00
1943127,8603,2.40,3.00
3307898,103,26.78,29.75
423622,1607,29.75,14.87
5106018,704,11.84,27.73
1613940,2203,9.10,20.00
7759233,1104,8.90,13.39
837252,509,9.00,6.00
7804238,407,15.75,9.68
8277025,909,19.00,11.00
2922103,2009,28.50,78.00
6520892,709,6.90,24.00
4748058,2203,29.00,17.25
8409022,4109,20.00,28.00
5246131,2104,16.00,11.60
4573605,307,9.00,20.00
9027958,4703,10.57,11.49
3594160,609,32.00,17.74
9922960,9103,109.88,67.25
7578744,1509,8.80,14.00
1376843,1002,12.00,7.25
2097392,507,10.40,9.41
287669,2109,15.75,21.00
5867616,5203,32.89,35.75
9947777,1002,31.16,39.00
259365,3207,24.50,49.00
698281,5302,13.50,9.50
7930199,5302,45.08,49.00
439385,1103,24.00,30.00
6402109,707,17.63,11.87
579967,6604,10.50,29.00
7507984,504,21.15,29.99
7080202,3502,22.00,55.00
4919024,302,10.89,22.50
6652420,1003,16.24,7.39
9297519,2109,47.00,99.00
9078061,2804,10.00,7.25
5307368,709,14.34,19.50
9587268,2009,16.00,8.50
93028,1007,17.78,20.00
332205,704,14.45,15.70
2234487,403,31.60,19.75
1896715,3707,20.00,13.75
2808418,304,33.60,29.24
2898428,8402,62.50,31.25
1463366,3007,24.30,23.00
5822142,107,18.84,11.50
1812272,2007,11.45,12.45
8666980,4209,55.00,49.99
4327923,507,18.00,11.25
5006016,1203,20.75,37.35
5258283,509,12.17,13.22
1448152,3603,40.50,66.75
7458430,1304,15.33,27.37
5221394,909,16.21,17.61
8899528,2402,7.00,4.75
9248434,1204,12.75,9.99
3427699,2303,9.00,3.64
458042,504,23.60,14.75
516730,4907,25.00,17.25
7200941,502,14.00,14.63
2173799,407,39.75,19.88
606740,8102,32.90,35.76
4079099,2609,9.00,6.00
924324,509,27.28,29.65
5029771,3303,5.00,10.00
9084646,8709,39.00,40.00
1903769,2609,48.75,24.37
887904,7407,36.00,49.99
9568567,4502,4.50,7.49
9068414,1302,44.75,44.75
1458817,9709,5.00,9.99
6284813,1702,31.50,25.68
2967657,2307,19.14,20.80
6585,1807,19.42,21.11
5069209,704,9.00,11.00
6397091,1807,17.94,11.00
5088459,2702,26.50,59.00
1163032,3603,6.31,6.85
3973999,2102,14.00,9.75
2696689,2909,1.58,0.93
2556107,8109,108.00,59.75
3153713,504,22.08,14.00
6039600,1407,45.08,49.00
7081689,7702,69.50,64.69
554761,603,14.37,10.56
9874548,3409,18.50,49.00
6689654,1607,17.18,18.67
4559064,8602,56.42,61.33
4353289,507,9.31,20.00
1210586,3004,40.00,24.75
6926486,9603,29.89,32.48
4896836,3809,16.04,24.00
5681171,1709,28.66,31.16
4688043,1707,6.00,4.40
3849180,2909,13.65,24.37
1037744,6009,33.57,36.49
7296253,3407,28.00,14.50
1883581,3307,48.75,24.37
2467708,707,16.50,21.00
6983094,903,9.20,17.25
3694446,303,11.00,21.75
416259,3003,35.41,38.49
2987111,1702,37.25,27.12
3227226,409,3.84,5.00
4166295,507,23.75,25.82
7473255,2503,17.00,12.00
9436305,707,27.76,14.17
1228898,504,25.50,42.88
8324394,2702,29.00,17.25
1780092,2502,5.40,39.50
1637899,507,16.76,18.22
6287097,3603,12.50,8.50
83116,407,7.85,6.25
6267378,407,5.75,6.46
3236484,4007,5.75,3.24
7936050,2807,27.00,26.46
5237830,204,40.00,44.50
829624,2109,7.60,19.00
6560145,209,72.34,78.64
218131,2303,9.00,6.25
6419094,8703,35.88,39.00
1301473,604,20.50,18.75
9437916,709,27.40,29.78
9786822,407,4.20,2.46
9317053,2102,42.98,25.00
9127041,907,18.70,19.99
6898121,3103,11.20,14.00
696689,407,3.40,2.02
4218009,6009,15.75,35.00
8902485,2909,5.53,6.01
5047818,2407,12.50,8.50
4788188,603,21.94,23.85
6097758,1103,22.00,10.00
4410305,1702,42.50,21.25
8456595,7703,61.78,67.16
2142885,807,14.75,14.75
7622626,304,22.48,15.00
3734761,407,20.95,22.77
5468157,509,10.25,6.50
9179897,407,83.50,89.50
9706743,7507,35.72,19.50
2399436,5604,49.00,25.00
9730418,7104,35.00,74.45
267031,2309,11.90,7.25
6666122,409,5.50,3.07
9337241,204,6.90,11.99
318541,907,14.73,16.02
9330471,909,19.90,11.25
9822508,709,14.10,7.99
1247822,1007,13.00,7.00
6237606,707,24.40,17.50
6139949,6102,12.80,38.00
6908521,2402,40.28,22.50
2116865,2207,79.23,79.04
8217622,1707,14.50,9.50
8502273,1702,14.40,24.00
456309,1403,18.75,22.50
7433287,502,16.75,35.00
8847692,2202,11.00,7.25
3559574,2407,3.50,7.00
6697648,2407,9.50,5.50
6490262,2607,8.00,9.99
6307897,303,14.00,26.25
8548216,4109,35.24,58.96
8130100,3304,16.50,35.00
3091151,103,29.00,29.99
1166601,4307,36.22,39.37
2813943,102,23.50,14.50
700319,5203,6.40,4.00
2177837,1904,32.00,39.50
5397336,2303,25.00,14.75
3836782,502,14.00,19.75
9466832,8007,34.80,28.87
2730907,707,6.00,15.00
7328860,4703,26.40,22.00
2388037,407,82.80,47.50
352351,3807,9.07,6.25
1663532,4409,21.33,23.19
9108403,1102,10.00,8.50
9366830,4004,51.66,32.00
2320968,2303,55.00,59.79
1116029,604,31.73,17.04
6692958,407,11.30,8.00
606822,103,3.36,2.00
3737453,1004,26.00,29.99
4776667,1704,13.50,8.89
6456942,504,3.44,0.99
7774159,2007,20.48,11.25
4147535,703,8.80,11.00
4066110,6204,20.70,10.83
1134280,9103,40.60,29.50
1596402,3809,27.26,16.50
8057668,802,19.06,27.00
389852,2109,38.98,42.37
4008829,4102,20.96,22.78
1377413,603,14.50,14.99
3246293,704,48.75,24.37
7406268,5104,20.39,22.16
2529231,2102,15.00,32.00
53018,504,9.50,14.00
9530088,1107,16.92,39.00
6792430,509,15.25,35.00
9273741,507,29.25,28.70
523725,2303,14.40,5.99
2551968,4303,5.36,5.82
8328636,1709,10.40,13.00
7360325,202,7.20,16.00
490996,3704,28.77,21.57
3367625,1004,17.50,22.50
8800485,7202,15.00,10.51
5769122,3802,18.00,22.00
5797426,409,32.50,32.50
7857460,1509,1.01,18.00
8130304,3509,47.84,52.00
2214869,4907,18.60,11.34
8098717,704,47.60,29.75
1241460,8709,12.60,12.99
7068904,2809,23.05,31.78
3177348,507,10.46,15.00
2924488,409,27.17,29.53
8653602,3204,39.75,19.87
9549073,3309,20.80,29.00
329961,2407,11.00,24.00
7801994,2203,17.10,9.75
4900548,2509,5.00,19.00
7677644,2604,22.99,24.99
4220579,8109,167.64,182.22
5962560,9302,25.50,11.00
8629927,4207,18.00,9.75
8289137,5402,43.00,44.00
1479047,2007,10.50,12.49
8280634,4802,11.00,29.00
2427639,8309,26.98,64.00
8567834,8302,39.89,43.36
7439691,1107,14.20,29.00
1460266,5204,15.00,27.00
514692,7602,10.80,6.25
3548135,3602,30.23,19.75
686596,7407,78.40,50.00
2816921,902,20.00,14.59
78794,1602,44.78,25.00
3633047,2102,17.25,22.19
9863252,1403,9.26,10.07
6469769,7407,16.90,9.75
3318012,9804,19.68,17.00
4528049,3707,42.07,19.99
214278,2704,15.00,19.50
4981586,1602,29.35,22.50
5342095,307,12.41,13.48
2538775,2304,8.18,14.99
982850,203,4.50,3.62
9407635,2009,29.72,32.30
4660515,5103,8.50,24.00
5552499,2707,2.45,1.44
9376782,509,28.48,30.95
3436326,2007,10.00,8.50
4426905,2109,3.50,4.99
4759579,604,18.21,39.00
6376741,4504,6.75,6.96
4590224,1404,11.75,34.00
242582,9204,16.50,22.05
2930606,1402,7.50,17.50
2271294,3103,14.54,15.81
8949000,3407,8.00,12.00
5059524,502,18.07,19.64
7226269,2102,21.00,12.00
4778360,2907,17.25,27.00
6334285,407,35.67,22.25
7727360,2407,18.21,24.50
5872632,509,275.00,187.00
7263158,1602,7.84,8.52
7578662,2407,29.50,34.50
3202716,3302,27.00,45.00
4828932,2007,9.50,12.00
9606905,8302,59.00,31.86
2694651,503,22.98,24.98
482901,1407,34.00,18.00
9512939,1904,26.50,28.03
8727666,2102,23.40,20.00
5578927,809,21.05,49.50
148147,4409,15.54,28.50
9647954,2704,16.00,19.50
8347907,1007,21.35,37.00
2419054,8703,38.00,41.00
1551418,2402,5.36,5.83
8746916,2303,10.00,7.25
8454149,1403,16.76,18.22
1568588,2307,45.47,49.43
2508595,407,35.98,39.11
7891352,1103,7.74,5.00
1979139,3103,64.20,69.79
8651339,3602,10.39,11.29
1256041,4504,6.00,4.75
468219,5102,15.00,20.00
7674851,2102,7.50,30.00
7531251,3102,18.00,19.50
8004038,3503,7.88,4.75
1836008,403,3.17,2.50
5288648,4802,17.93,27.50
