"STORE","CITY","STATE","ZIP","MSA","MSA_NAME","MSA_POP","CENSUS_REGION","LATITUDE","LONGITUDE","MSA_INCOME","MSA_HIGH","MSA_BACH"
7307,"HOUSTON                                 ","TX  ","77082     ",3360,"HOUSTON-SUGAR LAND-BAYTOWN, TX                                                  ",5628101,"SOUTH                                                       ",29.722704,95.6314,39052,76.4,26.5
3807,"CORPUS CHRISTI                          ","TX  ","78411     ",1880,"CORPUS CHRISTI, TX                                                              ",414376,"SOUTH                                                       ",27.733058,97.38542,28539,73.9,17.8
1107,"LEWISVILLE                              ","TX  ","75067     ",1920,"DALLAS-FORT WORTH-ARLINGTON, TX                                                 ",6145037,"SOUTH                                                       ",33.020118,97.00771,37075,79.9,28.4
8204,"TULSA                                   ","OK  ","74135     ",8560,"TULSA, OK                                                                       ",905755,"SOUTH                                                       ",36.101245,95.92475,33920,83.7,23.2
509,"MESA                                    ","AZ  ","85202     ",6200,"PHOENIX-MESA-SCOTTSDALE, AZ                                                     ",4179427,"WEST                                                        ",33.381097,111.8756,32536,85.1,23.9
5403,"CINCINNATI                              ","OH  ","45211     ",1640,"CINCINNATI-MIDDLETOWN, OH-KY-IN                                                 ",2133678,"MIDWEST                                                     ",39.154159,84.60527,35618,82.9,26.4
6009,"STOCKTON                                ","CA  ","95207     ",8120,"STOCKTON, CA                                                                    ",670990,"WEST                                                        ",38.004172,121.3237,26181,71.2,14.5
3107,"TEMPLE                                  ","TX  ","76502     ",3810,"KILLEEN-TEMPLE-FORT HOOD, TX                                                    ",370008,"SOUTH                                                       ",31.086483,97.40076,28907,83.8,18.1
9309,"COLORADO SPRINGS                        ","CO  ","80909     ",1720,"COLORADO SPRINGS, CO                                                            ",609096,"WEST                                                        ",38.851493,104.77856,33521,91.3,31.8
4409,"HENDERSON                               ","NV  ","89014     ",4120,"LAS VEGAS-PARADISE, NV                                                          ",1836333,"WEST                                                        ",36.045811,115.0778,34890,79.4,17.2
2404,"NASHVILLE                               ","TN  ","37221     ",5360,"NASHVILLE-MURFREESBORO-FRANKLIN, TN                                             ",1521437,"SOUTH                                                       ",36.065032,86.94674,36445,81.4,26.9
5602,"WELLINGTON                              ","FL  ","33414     ",2680,"MIAMI-FORT LAUDERDALE-POMPANO BEACH, FL                                         ",5413212,"SOUTH                                                       ",26.65671,80.25377,36293,73.9,22.9
802,"CLEARWATER                              ","FL  ","33761     ",8280,"TAMPA-ST. PETERSBURG-CLEARWATER, FL                                             ",2723949,"SOUTH                                                       ",28.032827,82.72596,33008,81.5,21.7
3002,"JACKSONVILLE                            ","FL  ","32246     ",3600,"JACKSONVILLE, FL                                                                ",1300823,"SOUTH                                                       ",30.296911,81.52228,33732,83.6,22.9
4802,"PANAMA CITY                             ","FL  ","32405     ",6015,"PANAMA CITY-LYNN HAVEN, FL                                                      ",163984,"SOUTH                                                       ",30.195424,85.66458,29515,81.0,17.7
6209,"EL CENTRO                               ","CA  ","92243     ",0,"EL CENTRO, CA                                                                   ",161867,"WEST                                                        ",32.783359,115.57746,22143,62.9,14.4
5002,"CORAL SPRINGS                           ","FL  ","33071     ",2680,"MIAMI-FORT LAUDERDALE-POMPANO BEACH, FL                                         ",5413212,"SOUTH                                                       ",26.242559,80.26564,36293,73.9,22.9
4007,"AMARILLO                                ","TX  ","79121     ",320,"AMARILLO, TX                                                                    ",242240,"SOUTH                                                       ",35.173704,101.92914,28122,80.0,21.0
507,"FORT WORTH                              ","TX  ","76116     ",2800,"DALLAS-FORT WORTH-ARLINGTON, TX                                                 ",6145037,"SOUTH                                                       ",32.72228,97.44409,37075,79.9,28.4
4309,"LAS VEGAS                               ","NV  ","89119     ",4120,"LAS VEGAS-PARADISE, NV                                                          ",1836333,"WEST                                                        ",36.088922,115.13905,34890,79.4,17.2
8607,"BEAUMONT                                ","TX  ","77706     ",840,"BEAUMONT-PORT ARTHUR, TX                                                        ",376241,"SOUTH                                                       ",30.092679,94.16377,28859,78.7,24.7
9709,"GREELEY                                 ","CO  ","80631     ",3060,"GREELEY, CO                                                                     ",243750,"WEST                                                        ",40.421845,104.69175,24687,79.6,21.6
5802,"MIAMI                                   ","FL  ","33172     ",2680,"MIAMI-FORT LAUDERDALE-POMPANO BEACH, FL                                         ",5413212,"SOUTH                                                       ",25.786634,80.36151,36293,73.9,22.9
4707,"ODESSA                                  ","TX  ","79762     ",5800,"ODESSA, TX                                                                      ",129570,"SOUTH                                                       ",31.890374,102.35398,25805,73.5,18.4
4607,"MIDLAND                                 ","TX  ","79705     ",5800,"MIDLAND, TX                                                                     ",126408,"SOUTH                                                       ",32.029022,102.08618,39939,80.6,27.2
4404,"GREENSBORO                              ","NC  ","27407     ",3120,"GREENSBORO-HIGH POINT, NC                                                       ",698497,"SOUTH                                                       ",36.025379,79.87112,30909,78.6,22.9
2202,"OVIEDO                                  ","FL  ","32765     ",5960,"ORLANDO-KISSIMMEE, FL                                                           ",2032496,"SOUTH                                                       ",28.656375,81.21026,31112,82.8,24.8
6604,"GREENVILLE                              ","SC  ","29607     ",3160,"GREENVILLE-MAULDIN-EASLEY, SC                                                   ",613828,"SOUTH                                                       ",34.825592,82.34099,29636,75.4,20.7
1204,"MEMPHIS                                 ","TN  ","38115     ",4920,"MEMPHIS, TN-AR-MS                                                               ",1280533,"SOUTH                                                       ",35.057311,89.86291,33880,80.1,24.1
2109,"ALBUQUERQUE                             ","NM  ","87110     ",201,"ALBUQUERQUE, NM                                                                 ",835120,"WEST                                                        ",35.106396,106.57927,30477,83.9,28.4
3909,"BILLINGS                                ","MT  ","59102     ",880,"BILLINGS, MT                                                                    ",149657,"WEST                                                        ",45.778852,108.5742,32766,88.5,26.4
9209,"PUEBLO                                  ","CO  ","81008     ",6560,"PUEBLO, CO                                                                      ",154538,"WEST                                                        ",38.370203,104.61964,26150,81.3,18.3
409,"PHOENIX                                 ","AZ  ","85032     ",6200,"PHOENIX-MESA-SCOTTSDALE, AZ                                                     ",4179427,"WEST                                                        ",33.62414,112.00416,32536,85.1,23.9
2907,"BROWNSVILLE                             ","TX  ","78526     ",1240,"BROWNSVILLE-HARLINGEN, TX                                                       ",387210,"SOUTH                                                       ",25.969007,97.47211,17374,55.2,13.4
